method,case_id,category,event_name,context,tags,input_local_date,input_local_time,input_zone_key,input_offset,input_utc_instant,input_recurrence,input_chars,expected_status,expected_ok,expected_local_preserved,expected_utc_derived,expected_gap_fold,expected_recurrence_ok,actual_ok,actual_local_preserved,actual_utc_derived,actual_gap_detected,actual_fold_detected,actual_recurrence_ok,actual_all_day_ok,actual_display_preserved,actual_grouping_differs,actual_zone_valid,correct,fail_reason,expected_fail_naive,elapsed_ms,output_chars,note
fixed_offset_only_baseline,C013,all_day_bad_range,Synthetic Reminder,all_day_event,"bad_end_of_day,date_not_instant",2026-07-04,00:00:00,America/New_York,,,all_day_date,419,error,True,False,True,,,True,False,True,False,False,,,,,,True,,False,0.02107,133,offset extracted – zone lost
fixed_offset_only_baseline,C014,birthday_date_only,Example Birthday,all_day_event,"date_not_instant,all_day_date",1990-05-15,,,,,all_day_date,397,success,False,False,False,,,False,False,False,False,False,,,,,,True,,False,0.001975,82,no offset
fixed_offset_only_baseline,C015,midnight_boundary,Example Standup,display_grouping,"midnight_boundary,sorting_grouping_caveat",2026-06-01,00:15:00,Asia/Tokyo,,,one_time_event,425,success,True,False,True,,,True,False,True,False,False,,,,,,True,,False,0.020087,133,offset extracted – zone lost
fixed_offset_only_baseline,C016,lunch_local,Test Conference,future_human_schedule,"future_local_intent,zone_id_preserved",2026-06-10,12:00:00,Europe/Paris,,,one_time_event,422,success,True,False,True,,,True,False,True,False,False,,,,,,True,,False,0.019752,133,offset extracted – zone lost
fixed_offset_only_baseline,C017,global_webinar,Fictional Webinar,future_human_schedule,"zone_id_preserved,aware_datetime",2026-09-01,15:00:00,UTC,,,one_time_event,413,success,True,False,True,,,True,False,True,False,False,,,,,,True,,False,0.019832,133,offset extracted – zone lost
fixed_offset_only_baseline,C018,floating_reminder,Toy Reminder,floating_reminder,"future_local_intent,business_rule_needed",2026-08-20,07:00:00,,,,one_time_event,415,success,False,False,False,,,False,False,False,False,False,,,,,,True,,False,0.006492,82,no offset
fixed_offset_only_baseline,C019,travel_reminder,Demo Office Hours,travel_caveat,"future_local_intent,business_rule_needed",2026-10-10,07:00:00,America/New_York,,,one_time_event,427,success,True,False,True,,,True,False,True,False,False,,,,,,True,,False,0.020329,133,offset extracted – zone lost
fixed_offset_only_baseline,C020,backup_gap,Fictional Backup Window,backup_job,"gap_time,fold_policy_needed,business_rule_needed",2026-03-08,02:15:00,America/Los_Angeles,,,one_time_event,433,error,True,False,True,,,True,False,True,False,False,,,,,,True,,False,0.019965,133,offset extracted – zone lost
fixed_offset_only_baseline,C021,maintenance_fold,Synthetic Reminder,backup_job,"fold_time,fold_policy_needed",2026-11-01,01:45:00,America/Los_Angeles,,,one_time_event,412,success,True,False,True,,,True,False,True,False,False,,,,,,True,,False,0.019977,133,offset extracted – zone lost
fixed_offset_only_baseline,C022,half_hour_offset,Example Standup,future_human_schedule,"non_hour_offset,zone_id_preserved",2026-06-15,14:00:00,Asia/Kolkata,,,one_time_event,423,success,True,False,True,,,True,False,True,False,False,,,,,,True,,False,0.941938,133,offset extracted – zone lost
fixed_offset_only_baseline,C023,quarter_hour_offset,Test Conference,future_human_schedule,"non_hour_offset,zone_id_preserved",2026-06-15,10:00:00,Asia/Kathmandu,,,one_time_event,428,success,True,False,True,,,True,False,True,False,False,,,,,,True,,False,0.819397,133,offset extracted – zone lost
fixed_offset_only_baseline,C024,lord_howe,Fictional Backup Window,future_human_schedule,"non_hour_offset,zone_id_preserved",2026-06-15,10:00:00,Australia/Lord_Howe,,,one_time_event,431,success,True,False,True,,,True,False,True,False,False,,,,,,True,,False,2.009298,133,offset extracted – zone lost
fixed_offset_only_baseline,C025,dateline_caveat,Toy Store Opening,future_human_schedule,"zone_id_preserved,business_rule_needed",2026-06-15,12:00:00,Pacific/Apia,,,one_time_event,429,success,True,False,True,,,True,False,True,False,False,,,,,,True,,False,0.747572,133,offset extracted – zone lost
fixed_offset_only_baseline,C026,fixed_offset,Demo Office Hours,future_human_schedule,"fixed_offset_caveat,offset_only_caveat",2026-06-15,10:00:00,,+02:00,,one_time_event,421,success,True,False,True,,,True,False,True,False,False,,,,,,True,,False,0.063381,106,fixed offset only – not a zone
fixed_offset_only_baseline,C027,invalid_zone,Synthetic Reminder,invalid_input,invalid_zone,2026-06-15,10:00:00,Fake/Nowhere,,,one_time_event,390,error,False,False,False,,,False,False,False,False,False,,,,,,True,,False,1.320097,82,no offset
fixed_offset_only_baseline,C028,naive_negative,Example Standup,invalid_input,naive_datetime_negative,2026-06-15,10:00:00,,,,one_time_event,390,error,False,False,False,,,False,False,False,False,False,,,,,,True,,True,0.010096,82,no offset
fixed_offset_only_baseline,C029,aware_positive,Test Conference,past_log_instant,"aware_datetime,utc_good_for_past_instant",2025-12-01,15:00:00,UTC,,2025-12-01T15:00:00+00:00,one_time_event,437,success,True,False,True,,,True,False,True,False,False,,,,,,True,,False,0.023841,133,offset extracted – zone lost
fixed_offset_only_baseline,C030,round_trip,Fictional Backup Window,past_log_instant,"aware_datetime,utc_good_for_past_instant,zone_id_preserved",2024-01-15,12:00:00,Europe/Paris,,,one_time_event,448,success,True,False,True,,,True,False,True,False,False,,,,,,True,,False,0.022858,133,offset extracted – zone lost
fixed_offset_only_baseline,C031,local_to_utc_policy,Toy Store Opening,future_human_schedule,"fold_time,fold_policy_needed,business_rule_needed",2026-11-01,01:30:00,America/New_York,,,one_time_event,446,success,True,False,True,,,True,False,True,False,False,,,,,,True,,False,0.020705,133,offset extracted – zone lost
fixed_offset_only_baseline,C032,recurring_local_stable,Demo Office Hours,recurring_meeting,"recurrence_not_duration,weekly_dst",2026-02-15,09:00:00,America/New_York,,,weekly_same_local_time,440,success,True,False,True,,,True,False,True,False,False,,,,,,True,,False,0.020445,133,offset extracted – zone lost
fixed_offset_only_baseline,C033,recurring_naive_drift,Synthetic Reminder,recurring_meeting,recurrence_not_duration,2026-02-15,09:00:00,America/New_York,,,add_168_hours,418,success,True,False,True,,,True,False,True,False,False,,,,,,True,,False,0.019908,133,offset extracted – zone lost
fixed_offset_only_baseline,C034,sorting_grouping,Example Standup,display_grouping,"sorting_grouping_caveat,midnight_boundary",2026-06-01,23:30:00,Asia/Tokyo,,,one_time_event,424,success,True,False,True,,,True,False,True,False,False,,,,,,True,,False,0.801128,133,offset extracted – zone lost
fixed_offset_only_baseline,C035,same_day_viewer,Test Conference,display_grouping,sorting_grouping_caveat,2026-06-01,01:00:00,America/Los_Angeles,,,one_time_event,411,success,True,False,True,,,True,False,True,False,False,,,,,,True,,False,1.127614,133,offset extracted – zone lost
fixed_offset_only_baseline,C036,eom_recurrence,Fictional Backup Window,recurring_meeting,"month_length_caveat,recurrence_not_duration",2026-01-31,10:00:00,UTC,,,month_end_caveat,428,success,True,False,True,,,True,False,True,False,False,,,,,,True,,False,0.025055,133,offset extracted – zone lost
fixed_offset_only_baseline,C037,leap_year,Toy Store Opening,future_human_schedule,"leap_year_caveat,date_not_instant",2028-02-29,12:00:00,UTC,,,one_time_event,409,success,True,False,True,,,True,False,True,False,False,,,,,,True,,False,0.021335,133,offset extracted – zone lost
fixed_offset_only_baseline,C038,month_length,Demo Office Hours,recurring_meeting,"month_length_caveat,recurrence_not_duration",2026-01-31,10:00:00,UTC,,,month_end_caveat,420,success,True,False,True,,,True,False,True,False,False,,,,,,True,,False,0.020934,133,offset extracted – zone lost
fixed_offset_only_baseline,C039,tz_abbrev_ambiguous,Synthetic Reminder,future_human_schedule,"timezone_abbreviation_caveat,display_loss",2026-06-15,10:00:00,America/Chicago,,,one_time_event,440,success,True,False,True,,,True,False,True,False,False,,,,,,True,,False,1.194547,133,offset extracted – zone lost
fixed_offset_only_baseline,C040,iso_offset_loses_zone,Example Standup,future_human_schedule,"offset_only_caveat,display_loss",2026-06-15,10:00:00,America/New_York,-04:00,,one_time_event,435,success,True,False,True,,,True,False,True,False,False,,,,,,True,,False,0.048674,106,fixed offset only – not a zone
fixed_offset_only_baseline,C041,display_loss,Test Conference,display_grouping,display_loss,2026-06-15,10:00:00,Europe/Paris,,,one_time_event,390,success,True,False,True,,,True,False,True,False,False,,,,,,True,,False,0.023045,133,offset extracted – zone lost
fixed_offset_only_baseline,C042,local_preserved_utc_moves,Fictional Backup Window,future_human_schedule,"future_local_intent,zone_id_preserved",2026-10-15,09:00:00,America/New_York,,,one_time_event,448,success,True,False,True,,,True,False,True,False,False,,,,,,True,,False,0.02098,133,offset extracted – zone lost
fixed_offset_only_baseline,C043,utc_ordering_not_authority,Toy Store Opening,display_grouping,"sorting_grouping_caveat,future_local_intent",2026-09-10,14:00:00,Europe/Paris,,,one_time_event,440,success,True,False,True,,,True,False,True,False,False,,,,,,True,,False,0.020443,133,offset extracted – zone lost
fixed_offset_only_baseline,C044,business_rule_skipped,Demo Office Hours,future_human_schedule,"gap_time,business_rule_needed,fold_policy_needed",2026-03-08,02:30:00,America/New_York,,,one_time_event,446,error,True,False,True,,,True,False,True,False,False,,,,,,True,,False,0.020154,133,offset extracted – zone lost
fixed_offset_only_baseline,C045,naive_fail_gap,Synthetic Reminder,future_human_schedule,"gap_time,business_rule_needed",2026-03-08,02:20:00,America/Chicago,,,one_time_event,417,error,True,False,True,,,True,False,True,False,False,,,,,,True,,False,0.019925,133,offset extracted – zone lost
fixed_offset_only_baseline,C046,naive_fail_naive_dt,Example Standup,invalid_input,naive_datetime_negative,2026-06-15,10:00:00,,,,one_time_event,395,error,False,False,False,,,False,False,False,False,False,,,,,,True,,True,0.007288,82,no offset
fixed_offset_only_baseline,C047,naive_fail_offset_zone,Test Conference,future_human_schedule,"offset_only_caveat,fixed_offset_caveat",2026-06-15,10:00:00,,-05:00,,one_time_event,429,success,True,False,True,,,True,False,True,False,False,,,,,,True,,False,0.039117,106,fixed offset only – not a zone
fixed_offset_only_baseline,C048,naive_fail_168h,Fictional Backup Window,recurring_meeting,recurrence_not_duration,2026-03-09,09:00:00,America/New_York,,,add_168_hours,417,success,True,False,True,,,True,False,True,False,False,,,,,,True,,False,0.020535,133,offset extracted – zone lost
naive_add_168_hours_recurrence,C001,past_instant,Example Server Log Entry,past_log_instant,"utc_good_for_past_instant,aware_datetime",,,UTC,,2023-06-15T14:30:00+00:00,one_time_event,430,success,False,True,False,,True,False,False,False,False,False,False,,,,,True,"local_preserved: expected True, got False; recurrence_ok: expected True, got False",False,0.003361,108,no local dt
naive_add_168_hours_recurrence,C002,future_local,Example Standup,future_human_schedule,"future_local_intent,zone_id_preserved",2026-10-05,09:30:00,America/New_York,,,one_time_event,427,success,True,True,True,,True,True,True,True,False,False,True,,,,,True,,False,0.052646,103,naive 168h
naive_add_168_hours_recurrence,C003,future_utc_only,Test Conference,future_human_schedule,utc_only_loses_context,2026-11-12,10:00:00,Europe/Paris,,2026-11-12T09:00:00+00:00,one_time_event,432,success,True,True,True,,True,True,True,True,False,False,True,,,,,True,,False,0.046212,103,naive 168h
naive_add_168_hours_recurrence,C004,future_local_preserved,Fictional Backup Window,future_human_schedule,"future_local_intent,zone_id_preserved",2026-09-20,02:00:00,America/Los_Angeles,,,one_time_event,448,success,True,True,True,,True,True,True,True,False,False,True,,,,,True,,False,0.044657,103,naive 168h
naive_add_168_hours_recurrence,C005,offset_only,Toy Store Opening,future_human_schedule,"offset_only_caveat,fixed_offset_caveat",2026-08-15,11:00:00,,-05:00,,one_time_event,420,success,True,True,True,,True,True,True,True,False,False,True,,,,,True,,False,0.016092,103,naive 168h
naive_add_168_hours_recurrence,C006,recurring_dst_spring,Demo Office Hours,recurring_meeting,"weekly_dst,recurrence_not_duration",2026-03-09,09:00:00,America/New_York,,,weekly_same_local_time,438,success,True,False,True,,False,True,False,True,False,False,True,,,,,True,"recurrence_ok: expected False, got True",False,0.0431,104,naive 168h
naive_add_168_hours_recurrence,C007,recurring_dst_fall,Synthetic Reminder,recurring_meeting,"weekly_dst,recurrence_not_duration,fold_time",2026-11-02,09:00:00,America/New_York,,,weekly_same_local_time,445,success,True,False,True,,False,True,False,True,False,False,True,,,,,True,"recurrence_ok: expected False, got True",False,0.043255,104,naive 168h
naive_add_168_hours_recurrence,C008,recurrence_duration_vs_calendar,Example Standup,recurring_meeting,recurrence_not_duration,2026-03-09,09:00:00,America/New_York,,,weekly_same_local_time,433,success,True,False,True,,False,True,False,True,False,False,True,,,,,True,"recurrence_ok: expected False, got True",False,0.042952,104,naive 168h
naive_add_168_hours_recurrence,C009,dst_gap,Test Conference,future_human_schedule,"gap_time,fold_policy_needed,business_rule_needed",2026-03-08,02:30:00,America/New_York,,,one_time_event,430,error,True,True,True,,True,True,True,True,False,False,False,,,,,True,"recurrence_ok: expected True, got False",False,0.043363,143,168h naive – local time may drift across DST
naive_add_168_hours_recurrence,C010,dst_fold,Fictional Backup Window,future_human_schedule,"fold_time,fold_policy_needed,business_rule_needed",2026-11-01,01:30:00,America/New_York,,,one_time_event,441,success,True,True,True,,True,True,True,True,False,False,False,,,,,True,"recurrence_ok: expected True, got False",False,0.043099,143,168h naive – local time may drift across DST
naive_add_168_hours_recurrence,C011,dst_fold_ambig,Toy Store Opening,future_human_schedule,"fold_time,fold_policy_needed",2026-11-01,01:15:00,America/New_York,,,one_time_event,417,success,True,True,True,,True,True,True,True,False,False,False,,,,,True,"recurrence_ok: expected True, got False",False,0.043036,143,168h naive – local time may drift across DST
naive_add_168_hours_recurrence,C012,all_day_date,Demo Office Hours,all_day_event,"all_day_date,date_not_instant",2026-07-04,,,,,all_day_date,392,success,False,True,False,,True,False,False,False,False,False,False,,,,,True,"local_preserved: expected True, got False; recurrence_ok: expected True, got False",False,0.001596,108,no local dt
naive_add_168_hours_recurrence,C013,all_day_bad_range,Synthetic Reminder,all_day_event,"bad_end_of_day,date_not_instant",2026-07-04,00:00:00,America/New_York,,,all_day_date,419,error,True,True,True,,True,True,True,True,False,False,True,,,,,True,,False,0.045708,103,naive 168h
naive_add_168_hours_recurrence,C014,birthday_date_only,Example Birthday,all_day_event,"date_not_instant,all_day_date",1990-05-15,,,,,all_day_date,397,success,False,True,False,,True,False,False,False,False,False,False,,,,,True,"local_preserved: expected True, got False; recurrence_ok: expected True, got False",False,0.001587,108,no local dt
naive_add_168_hours_recurrence,C015,midnight_boundary,Example Standup,display_grouping,"midnight_boundary,sorting_grouping_caveat",2026-06-01,00:15:00,Asia/Tokyo,,,one_time_event,425,success,True,True,True,,True,True,True,True,False,False,True,,,,,True,,False,0.045016,103,naive 168h
naive_add_168_hours_recurrence,C016,lunch_local,Test Conference,future_human_schedule,"future_local_intent,zone_id_preserved",2026-06-10,12:00:00,Europe/Paris,,,one_time_event,422,success,True,True,True,,True,True,True,True,False,False,True,,,,,True,,False,0.043113,103,naive 168h
naive_add_168_hours_recurrence,C017,global_webinar,Fictional Webinar,future_human_schedule,"zone_id_preserved,aware_datetime",2026-09-01,15:00:00,UTC,,,one_time_event,413,success,True,True,True,,True,True,True,True,False,False,True,,,,,True,,False,0.043179,103,naive 168h
naive_add_168_hours_recurrence,C018,floating_reminder,Toy Reminder,floating_reminder,"future_local_intent,business_rule_needed",2026-08-20,07:00:00,,,,one_time_event,415,success,True,True,True,,True,True,True,True,False,False,True,,,,,True,,False,0.015728,103,naive 168h
naive_add_168_hours_recurrence,C019,travel_reminder,Demo Office Hours,travel_caveat,"future_local_intent,business_rule_needed",2026-10-10,07:00:00,America/New_York,,,one_time_event,427,success,True,True,True,,True,True,True,True,False,False,True,,,,,True,,False,0.042678,103,naive 168h
naive_add_168_hours_recurrence,C020,backup_gap,Fictional Backup Window,backup_job,"gap_time,fold_policy_needed,business_rule_needed",2026-03-08,02:15:00,America/Los_Angeles,,,one_time_event,433,error,True,True,True,,True,True,True,True,False,False,False,,,,,True,"recurrence_ok: expected True, got False",False,0.043456,143,168h naive – local time may drift across DST
naive_add_168_hours_recurrence,C021,maintenance_fold,Synthetic Reminder,backup_job,"fold_time,fold_policy_needed",2026-11-01,01:45:00,America/Los_Angeles,,,one_time_event,412,success,True,True,True,,True,True,True,True,False,False,False,,,,,True,"recurrence_ok: expected True, got False",False,0.04334,143,168h naive – local time may drift across DST
naive_add_168_hours_recurrence,C022,half_hour_offset,Example Standup,future_human_schedule,"non_hour_offset,zone_id_preserved",2026-06-15,14:00:00,Asia/Kolkata,,,one_time_event,423,success,True,True,True,,True,True,True,True,False,False,True,,,,,True,,False,1.058736,103,naive 168h
naive_add_168_hours_recurrence,C023,quarter_hour_offset,Test Conference,future_human_schedule,"non_hour_offset,zone_id_preserved",2026-06-15,10:00:00,Asia/Kathmandu,,,one_time_event,428,success,True,True,True,,True,True,True,True,False,False,True,,,,,True,,False,0.790008,103,naive 168h
naive_add_168_hours_recurrence,C024,lord_howe,Fictional Backup Window,future_human_schedule,"non_hour_offset,zone_id_preserved",2026-06-15,10:00:00,Australia/Lord_Howe,,,one_time_event,431,success,True,True,True,,True,True,True,True,False,False,True,,,,,True,,False,1.176514,103,naive 168h
naive_add_168_hours_recurrence,C025,dateline_caveat,Toy Store Opening,future_human_schedule,"zone_id_preserved,business_rule_needed",2026-06-15,12:00:00,Pacific/Apia,,,one_time_event,429,success,True,True,True,,True,True,True,True,False,False,True,,,,,True,,False,0.843157,103,naive 168h
naive_add_168_hours_recurrence,C026,fixed_offset,Demo Office Hours,future_human_schedule,"fixed_offset_caveat,offset_only_caveat",2026-06-15,10:00:00,,+02:00,,one_time_event,421,success,True,True,True,,True,True,True,True,False,False,True,,,,,True,,False,0.020661,103,naive 168h
naive_add_168_hours_recurrence,C027,invalid_zone,Synthetic Reminder,invalid_input,invalid_zone,2026-06-15,10:00:00,Fake/Nowhere,,,one_time_event,390,error,True,True,True,,True,True,True,True,False,False,True,,,,,True,,False,1.429629,103,naive 168h
naive_add_168_hours_recurrence,C028,naive_negative,Example Standup,invalid_input,naive_datetime_negative,2026-06-15,10:00:00,,,,one_time_event,390,error,True,True,True,,True,True,True,True,False,False,True,,,,,True,,False,0.021458,103,naive 168h
naive_add_168_hours_recurrence,C029,aware_positive,Test Conference,past_log_instant,"aware_datetime,utc_good_for_past_instant",2025-12-01,15:00:00,UTC,,2025-12-01T15:00:00+00:00,one_time_event,437,success,True,True,True,,True,True,True,True,False,False,True,,,,,True,,False,0.049972,103,naive 168h
naive_add_168_hours_recurrence,C030,round_trip,Fictional Backup Window,past_log_instant,"aware_datetime,utc_good_for_past_instant,zone_id_preserved",2024-01-15,12:00:00,Europe/Paris,,,one_time_event,448,success,True,True,True,,True,True,True,True,False,False,True,,,,,True,,False,0.045247,103,naive 168h
naive_add_168_hours_recurrence,C031,local_to_utc_policy,Toy Store Opening,future_human_schedule,"fold_time,fold_policy_needed,business_rule_needed",2026-11-01,01:30:00,America/New_York,,,one_time_event,446,success,True,True,True,,True,True,True,True,False,False,False,,,,,True,"recurrence_ok: expected True, got False",False,0.045215,143,168h naive – local time may drift across DST
naive_add_168_hours_recurrence,C032,recurring_local_stable,Demo Office Hours,recurring_meeting,"recurrence_not_duration,weekly_dst",2026-02-15,09:00:00,America/New_York,,,weekly_same_local_time,440,success,True,False,True,,False,True,False,True,False,False,True,,,,,True,"recurrence_ok: expected False, got True",False,0.045246,104,naive 168h
naive_add_168_hours_recurrence,C033,recurring_naive_drift,Synthetic Reminder,recurring_meeting,recurrence_not_duration,2026-02-15,09:00:00,America/New_York,,,add_168_hours,418,success,True,False,True,,False,True,False,True,False,False,True,,,,,True,"recurrence_ok: expected False, got True",False,0.044227,104,naive 168h
naive_add_168_hours_recurrence,C034,sorting_grouping,Example Standup,display_grouping,"sorting_grouping_caveat,midnight_boundary",2026-06-01,23:30:00,Asia/Tokyo,,,one_time_event,424,success,True,True,True,,True,True,True,True,False,False,True,,,,,True,,False,0.809372,103,naive 168h
naive_add_168_hours_recurrence,C035,same_day_viewer,Test Conference,display_grouping,sorting_grouping_caveat,2026-06-01,01:00:00,America/Los_Angeles,,,one_time_event,411,success,True,True,True,,True,True,True,True,False,False,True,,,,,True,,False,1.147446,103,naive 168h
naive_add_168_hours_recurrence,C036,eom_recurrence,Fictional Backup Window,recurring_meeting,"month_length_caveat,recurrence_not_duration",2026-01-31,10:00:00,UTC,,,month_end_caveat,428,success,True,False,True,,False,True,False,True,False,False,True,,,,,True,"recurrence_ok: expected False, got True",False,0.049554,104,naive 168h
naive_add_168_hours_recurrence,C037,leap_year,Toy Store Opening,future_human_schedule,"leap_year_caveat,date_not_instant",2028-02-29,12:00:00,UTC,,,one_time_event,409,success,True,True,True,,True,True,True,True,False,False,True,,,,,True,,False,0.046013,103,naive 168h
naive_add_168_hours_recurrence,C038,month_length,Demo Office Hours,recurring_meeting,"month_length_caveat,recurrence_not_duration",2026-01-31,10:00:00,UTC,,,month_end_caveat,420,success,True,False,True,,False,True,False,True,False,False,True,,,,,True,"recurrence_ok: expected False, got True",False,0.045914,104,naive 168h
naive_add_168_hours_recurrence,C039,tz_abbrev_ambiguous,Synthetic Reminder,future_human_schedule,"timezone_abbreviation_caveat,display_loss",2026-06-15,10:00:00,America/Chicago,,,one_time_event,440,success,True,True,True,,True,True,True,True,False,False,True,,,,,True,,False,1.237427,103,naive 168h
naive_add_168_hours_recurrence,C040,iso_offset_loses_zone,Example Standup,future_human_schedule,"offset_only_caveat,display_loss",2026-06-15,10:00:00,America/New_York,-04:00,,one_time_event,435,success,True,True,True,,True,True,True,True,False,False,True,,,,,True,,False,0.049362,103,naive 168h
naive_add_168_hours_recurrence,C041,display_loss,Test Conference,display_grouping,display_loss,2026-06-15,10:00:00,Europe/Paris,,,one_time_event,390,success,True,True,True,,True,True,True,True,False,False,True,,,,,True,,False,0.044982,103,naive 168h
naive_add_168_hours_recurrence,C042,local_preserved_utc_moves,Fictional Backup Window,future_human_schedule,"future_local_intent,zone_id_preserved",2026-10-15,09:00:00,America/New_York,,,one_time_event,448,success,True,True,True,,True,True,True,True,False,False,True,,,,,True,,False,0.063062,103,naive 168h
naive_add_168_hours_recurrence,C043,utc_ordering_not_authority,Toy Store Opening,display_grouping,"sorting_grouping_caveat,future_local_intent",2026-09-10,14:00:00,Europe/Paris,,,one_time_event,440,success,True,True,True,,True,True,True,True,False,False,True,,,,,True,,False,0.044667,103,naive 168h
naive_add_168_hours_recurrence,C044,business_rule_skipped,Demo Office Hours,future_human_schedule,"gap_time,business_rule_needed,fold_policy_needed",2026-03-08,02:30:00,America/New_York,,,one_time_event,446,error,True,True,True,,True,True,True,True,False,False,False,,,,,True,"recurrence_ok: expected True, got False",False,0.043555,143,168h naive – local time may drift across DST
naive_add_168_hours_recurrence,C045,naive_fail_gap,Synthetic Reminder,future_human_schedule,"gap_time,business_rule_needed",2026-03-08,02:20:00,America/Chicago,,,one_time_event,417,error,True,True,True,,True,True,True,True,False,False,False,,,,,True,"recurrence_ok: expected True, got False",False,0.043884,143,168h naive – local time may drift across DST
naive_add_168_hours_recurrence,C046,naive_fail_naive_dt,Example Standup,invalid_input,naive_datetime_negative,2026-06-15,10:00:00,,,,one_time_event,395,error,True,True,True,,True,True,True,True,False,False,True,,,,,True,,False,0.016301,103,naive 168h
naive_add_168_hours_recurrence,C047,naive_fail_offset_zone,Test Conference,future_human_schedule,"offset_only_caveat,fixed_offset_caveat",2026-06-15,10:00:00,,-05:00,,one_time_event,429,success,True,True,True,,True,True,True,True,False,False,True,,,,,True,,False,0.015546,103,naive 168h
naive_add_168_hours_recurrence,C048,naive_fail_168h,Fictional Backup Window,recurring_meeting,recurrence_not_duration,2026-03-09,09:00:00,America/New_York,,,add_168_hours,417,success,True,False,True,,False,True,False,True,False,False,True,,,,,True,"recurrence_ok: expected False, got True",False,0.043961,104,naive 168h
calendar_weekly_local_recurrence,C001,past_instant,Example Server Log Entry,past_log_instant,"utc_good_for_past_instant,aware_datetime",,,UTC,,2023-06-15T14:30:00+00:00,one_time_event,430,success,False,False,False,,False,False,False,False,False,False,False,,,,,True,,False,0.003076,105,no local
calendar_weekly_local_recurrence,C002,future_local,Example Standup,future_human_schedule,"future_local_intent,zone_id_preserved",2026-10-05,09:30:00,America/New_York,,,one_time_event,427,success,True,True,True,,True,True,True,True,False,False,True,,,,,True,,False,0.058924,120,weekly same local wall time
calendar_weekly_local_recurrence,C003,future_utc_only,Test Conference,future_human_schedule,utc_only_loses_context,2026-11-12,10:00:00,Europe/Paris,,2026-11-12T09:00:00+00:00,one_time_event,432,success,True,True,True,,True,True,True,True,False,False,True,,,,,True,,False,0.050825,120,weekly same local wall time
calendar_weekly_local_recurrence,C004,future_local_preserved,Fictional Backup Window,future_human_schedule,"future_local_intent,zone_id_preserved",2026-09-20,02:00:00,America/Los_Angeles,,,one_time_event,448,success,True,True,True,,True,True,True,True,False,False,True,,,,,True,,False,0.05101,120,weekly same local wall time
calendar_weekly_local_recurrence,C005,offset_only,Toy Store Opening,future_human_schedule,"offset_only_caveat,fixed_offset_caveat",2026-08-15,11:00:00,,-05:00,,one_time_event,420,success,True,True,False,,True,True,True,False,False,False,True,,,,,True,,False,0.012265,121,weekly same local wall time
calendar_weekly_local_recurrence,C006,recurring_dst_spring,Demo Office Hours,recurring_meeting,"weekly_dst,recurrence_not_duration",2026-03-09,09:00:00,America/New_York,,,weekly_same_local_time,438,success,True,True,True,,True,True,True,True,False,False,True,,,,,True,,False,0.049482,120,weekly same local wall time
calendar_weekly_local_recurrence,C007,recurring_dst_fall,Synthetic Reminder,recurring_meeting,"weekly_dst,recurrence_not_duration,fold_time",2026-11-02,09:00:00,America/New_York,,,weekly_same_local_time,445,success,True,True,True,,True,True,True,True,False,False,True,,,,,True,,False,0.048509,120,weekly same local wall time
calendar_weekly_local_recurrence,C008,recurrence_duration_vs_calendar,Example Standup,recurring_meeting,recurrence_not_duration,2026-03-09,09:00:00,America/New_York,,,weekly_same_local_time,433,success,True,True,True,,True,True,True,True,False,False,True,,,,,True,,False,0.048201,120,weekly same local wall time
calendar_weekly_local_recurrence,C009,dst_gap,Test Conference,future_human_schedule,"gap_time,fold_policy_needed,business_rule_needed",2026-03-08,02:30:00,America/New_York,,,one_time_event,430,error,True,True,True,,True,True,True,True,False,False,True,,,,,True,,False,0.047723,120,weekly same local wall time
calendar_weekly_local_recurrence,C010,dst_fold,Fictional Backup Window,future_human_schedule,"fold_time,fold_policy_needed,business_rule_needed",2026-11-01,01:30:00,America/New_York,,,one_time_event,441,success,True,True,True,,True,True,True,True,False,False,True,,,,,True,,False,0.048991,120,weekly same local wall time
calendar_weekly_local_recurrence,C011,dst_fold_ambig,Toy Store Opening,future_human_schedule,"fold_time,fold_policy_needed",2026-11-01,01:15:00,America/New_York,,,one_time_event,417,success,True,True,True,,True,True,True,True,False,False,True,,,,,True,,False,0.048029,120,weekly same local wall time
calendar_weekly_local_recurrence,C012,all_day_date,Demo Office Hours,all_day_event,"all_day_date,date_not_instant",2026-07-04,,,,,all_day_date,392,success,False,False,False,,False,False,False,False,False,False,False,,,,,True,,False,0.001599,105,no local
calendar_weekly_local_recurrence,C013,all_day_bad_range,Synthetic Reminder,all_day_event,"bad_end_of_day,date_not_instant",2026-07-04,00:00:00,America/New_York,,,all_day_date,419,error,True,True,True,,True,True,True,True,False,False,True,,,,,True,,False,0.048809,120,weekly same local wall time
calendar_weekly_local_recurrence,C014,birthday_date_only,Example Birthday,all_day_event,"date_not_instant,all_day_date",1990-05-15,,,,,all_day_date,397,success,False,False,False,,False,False,False,False,False,False,False,,,,,True,,False,0.001363,105,no local
calendar_weekly_local_recurrence,C015,midnight_boundary,Example Standup,display_grouping,"midnight_boundary,sorting_grouping_caveat",2026-06-01,00:15:00,Asia/Tokyo,,,one_time_event,425,success,True,True,True,,True,True,True,True,False,False,True,,,,,True,,False,0.057331,120,weekly same local wall time
